,card,merchant,category,amount,transaction_date
4507-7366-1080-9278#2023-11-18T12:02:12.741Z,4507-7366-1080-9278,Thompson LLC,Groceries,737.00,2023-11-18T12:02:12.741Z
677150531618188814#2023-10-19T10:42:58.565Z,677150531618188814,"Grady, Keebler and Gerhold",Fashion,2684.00,2023-10-19T10:42:58.565Z
3531-6284-0787-7521#2023-09-22T19:59:21.695Z,3531-6284-0787-7521,"Batz, Runolfsson and Von",Online Retail,768.00,2023-09-22T19:59:21.695Z
6304-1600-6826-9242#2023-07-18T12:12:34.279Z,6304-1600-6826-9242,"Kihn, Roob and Tromp",Fashion,2255.00,2023-07-18T12:12:34.279Z
6706685381491176#2023-06-18T12:26:28.114Z,6706685381491176,"Blick, Considine and Howe",Online Retail,755.00,2023-06-18T12:26:28.114Z
6771-8956-8091-0673#2023-06-24T04:51:58.495Z,6771-8956-8091-0673,"Wisozk, Will and Schamberger",Groceries,2921.00,2023-06-24T04:51:58.495Z
6767-4193-5317-4574-620#2023-11-02T06:08:55.294Z,6767-4193-5317-4574-620,Bergnaum and Sons,Online Retail,178.00,2023-11-02T06:08:55.294Z
4656-1540-0271-2549#2023-01-27T08:37:56.034Z,4656-1540-0271-2549,Kessler LLC,Transportation,534.00,2023-01-27T08:37:56.034Z
6759-4222-6301-7657-99#2023-10-09T19:31:45.976Z,6759-4222-6301-7657-99,Ratke LLC,Groceries,432.00,2023-10-09T19:31:45.976Z
6304117304813340#2023-01-08T02:27:21.227Z,6304117304813340,Waters LLC,Transportation,677.00,2023-01-08T02:27:21.227Z
6767-1752-3069-7849#2023-12-01T13:20:57.223Z,6767-1752-3069-7849,Cartwright - Considine,Online Retail,2826.00,2023-12-01T13:20:57.223Z
6011-6277-2424-1967-1230#2023-11-25T07:31:09.835Z,6011-6277-2424-1967-1230,Casper LLC,Food & Drink,1832.00,2023-11-25T07:31:09.835Z
4639-5280-2262-3756#2023-06-27T17:19:15.670Z,4639-5280-2262-3756,McDermott - Buckridge,Online Retail,2680.00,2023-06-27T17:19:15.670Z
4643552630405#2023-01-22T00:33:03.941Z,4643552630405,Thompson - Hoppe,Food & Drink,71.00,2023-01-22T00:33:03.941Z
6442-6210-0938-8413-7101#2023-04-29T06:41:49.454Z,6442-6210-0938-8413-7101,"Bartoletti, Zboncak and Koepp",Transportation,2542.00,2023-04-29T06:41:49.454Z
3419-936829-44487#2023-08-04T01:51:17.858Z,3419-936829-44487,"Quitzon, Erdman and Wilkinson",Food & Drink,1401.00,2023-08-04T01:51:17.858Z
6373-3076-5388-3871#2023-11-10T22:03:07.661Z,6373-3076-5388-3871,"Kshlerin, Strosin and Kreiger",Groceries,2671.00,2023-11-10T22:03:07.661Z
5474-1904-8363-4023#2023-03-16T07:52:01.506Z,5474-1904-8363-4023,"Bins, Rowe and Pfeffer",Fashion,2174.00,2023-03-16T07:52:01.506Z
6767-9402-3832-5081-062#2023-09-20T17:17:47.978Z,6767-9402-3832-5081-062,"Corkery, Jerde and Lueilwitz",Food & Drink,2094.00,2023-09-20T17:17:47.978Z
4621115185695#2023-04-18T13:36:07.728Z,4621115185695,"Schinner, Beahan and Feeney",Groceries,237.00,2023-04-18T13:36:07.728Z
6767-6799-4353-8568-79#2023-08-07T23:54:50.605Z,6767-6799-4353-8568-79,"Roberts, Ferry and VonRueden",Online Retail,2719.00,2023-08-07T23:54:50.605Z
6011-6214-2192-3506-3566#2023-08-29T12:52:01.090Z,6011-6214-2192-3506-3566,"Schiller, Emmerich and Connelly",Online Retail,2967.00,2023-08-29T12:52:01.090Z
6759-4222-6301-7657-99#2023-12-11T12:32:25.956Z,6759-4222-6301-7657-99,Harris - Gleichner,Food & Drink,133.00,2023-12-11T12:32:25.956Z
6011-2760-0501-6068#2023-06-10T00:49:11.734Z,6011-2760-0501-6068,Daugherty - Kemmer,Groceries,298.00,2023-06-10T00:49:11.734Z
6767-7006-2673-8607-35#2023-09-10T10:43:45.388Z,6767-7006-2673-8607-35,"Jakubowski, Von and Wuckert",Groceries,620.00,2023-09-10T10:43:45.388Z
3528-6215-8024-9316#2023-11-21T18:45:41.706Z,3528-6215-8024-9316,Little - Kuhic,Online Retail,2881.00,2023-11-21T18:45:41.706Z
6767-7832-8820-0821-355#2023-03-06T17:08:40.753Z,6767-7832-8820-0821-355,Lockman and Sons,Groceries,1668.00,2023-03-06T17:08:40.753Z
630448102458038054#2023-12-24T19:19:47.328Z,630448102458038054,"Bashirian, Stark and Purdy",Fashion,397.00,2023-12-24T19:19:47.328Z
3437-456678-18682#2023-06-17T00:39:25.369Z,3437-456678-18682,Armstrong - Gusikowski,Food & Drink,1108.00,2023-06-17T00:39:25.369Z
6450-6217-4674-9203-4896#2023-01-31T17:53:09.016Z,6450-6217-4674-9203-4896,Lindgren - Hilll,Transportation,2860.00,2023-01-31T17:53:09.016Z
6767-2907-4864-1083-648#2023-02-08T07:03:05.909Z,6767-2907-4864-1083-648,"Ebert, Lebsack and Blick",Online Retail,2557.00,2023-02-08T07:03:05.909Z
3557-6877-8869-7204#2023-11-11T18:32:50.332Z,3557-6877-8869-7204,Leuschke - Lockman,Fashion,36.00,2023-11-11T18:32:50.332Z
6767-2737-5254-5007-449#2023-03-08T17:56:27.818Z,6767-2737-5254-5007-449,"Kessler, Feest and Monahan",Fashion,1137.00,2023-03-08T17:56:27.818Z
3050-963664-6600#2023-12-22T16:11:25.350Z,3050-963664-6600,"Ziemann, Marks and Nienow",Online Retail,13.00,2023-12-22T16:11:25.350Z
5400-7577-4803-4329#2023-04-04T04:40:39.910Z,5400-7577-4803-4329,"Howe, Abernathy and Gusikowski",Fashion,1408.00,2023-04-04T04:40:39.910Z
5020041323266428861#2023-07-06T20:26:16.926Z,5020041323266428861,Gutmann - Bailey,Food & Drink,1994.00,2023-07-06T20:26:16.926Z
4768773097439#2023-08-26T19:05:01.785Z,4768773097439,Bogan Inc,Online Retail,1534.00,2023-08-26T19:05:01.785Z
3050-963664-6600#2023-11-03T17:53:55.638Z,3050-963664-6600,"Walter, Kautzer and Cruickshank",Transportation,2120.00,2023-11-03T17:53:55.638Z
6304-4196-3892-1850#2023-09-21T09:10:36.223Z,6304-4196-3892-1850,Ortiz LLC,Fashion,1875.00,2023-09-21T09:10:36.223Z
3005-195370-9497#2023-03-20T05:26:29.179Z,3005-195370-9497,"Reilly, Casper and Stroman",Online Retail,1855.00,2023-03-20T05:26:29.179Z
5410-5671-8057-3702#2023-11-10T08:20:45.045Z,5410-5671-8057-3702,Crist - Reichel,Online Retail,3000.00,2023-11-10T08:20:45.045Z
677158578136672847#2023-06-26T17:45:01.089Z,677158578136672847,Gibson - Hegmann,Food & Drink,2144.00,2023-06-26T17:45:01.089Z
6304097616149593#2023-11-18T16:13:03.675Z,6304097616149593,Stoltenberg - Mosciski,Fashion,2830.00,2023-11-18T16:13:03.675Z
5018-8489-0959-0326#2023-05-10T14:49:38.515Z,5018-8489-0959-0326,Mraz - Green,Groceries,755.00,2023-05-10T14:49:38.515Z
6759-7591-5875-0514#2023-11-10T06:43:30.035Z,6759-7591-5875-0514,Prohaska LLC,Online Retail,784.00,2023-11-10T06:43:30.035Z
6473-1639-3942-2839#2023-02-03T11:37:33.913Z,6473-1639-3942-2839,Howell Inc,Food & Drink,72.00,2023-02-03T11:37:33.913Z
675949331484255155#2023-08-01T18:22:32.434Z,675949331484255155,"Beier, Waters and Dach",Transportation,1403.00,2023-08-01T18:22:32.434Z
3608-698114-0178#2023-08-06T02:24:31.401Z,3608-698114-0178,Fahey LLC,Transportation,820.00,2023-08-06T02:24:31.401Z
6759-0513-6790-3204-036#2023-12-11T13:56:15.675Z,6759-0513-6790-3204-036,Parisian - Mueller,Fashion,855.00,2023-12-11T13:56:15.675Z
6767-2361-2210-9895#2023-04-11T05:35:16.691Z,6767-2361-2210-9895,Heaney - Gottlieb,Fashion,760.00,2023-04-11T05:35:16.691Z
6378-4209-2241-4827#2023-10-12T16:48:41.561Z,6378-4209-2241-4827,"Bergnaum, Fritsch and Renner",Transportation,334.00,2023-10-12T16:48:41.561Z
677158578136672847#2023-05-01T21:27:41.057Z,677158578136672847,Lesch Group,Groceries,1376.00,2023-05-01T21:27:41.057Z
6771-8990-8677-2257#2023-07-21T07:14:21.172Z,6771-8990-8677-2257,Lockman and Sons,Transportation,1129.00,2023-07-21T07:14:21.172Z
6767-4399-3423-9880-668#2023-09-22T04:57:57.571Z,6767-4399-3423-9880-668,Reichel - Boyle,Fashion,446.00,2023-09-22T04:57:57.571Z
3529-6393-6639-7074#2023-04-14T17:02:18.314Z,3529-6393-6639-7074,"Aufderhar, Koepp and Donnelly",Fashion,2412.00,2023-04-14T17:02:18.314Z
6377-1437-1872-7027#2023-07-06T17:02:06.383Z,6377-1437-1872-7027,Corwin and Sons,Groceries,2079.00,2023-07-06T17:02:06.383Z
6759-9586-0968-8063#2023-03-07T10:54:31.881Z,6759-9586-0968-8063,Johns - Johnson,Transportation,1504.00,2023-03-07T10:54:31.881Z
6759-1297-7530-6936-91#2023-06-27T02:18:33.987Z,6759-1297-7530-6936-91,"Powlowski, Marks and Kunde",Food & Drink,2444.00,2023-06-27T02:18:33.987Z
3734-343012-96133#2023-05-29T05:23:29.368Z,3734-343012-96133,Rodriguez - Mayer,Online Retail,2400.00,2023-05-29T05:23:29.368Z
6767-0013-0076-9856#2023-05-19T23:20:24.239Z,6767-0013-0076-9856,"Smith, Johnson and Purdy",Online Retail,596.00,2023-05-19T23:20:24.239Z
6771-8990-8677-2257#2023-04-27T21:47:14.379Z,6771-8990-8677-2257,Kris and Sons,Transportation,671.00,2023-04-27T21:47:14.379Z
3784-363721-86999#2023-10-21T08:50:02.927Z,3784-363721-86999,Heidenreich - Armstrong,Transportation,1165.00,2023-10-21T08:50:02.927Z
6304525701987840#2023-12-18T19:00:45.008Z,6304525701987840,Bauch - Bartoletti,Fashion,785.00,2023-12-18T19:00:45.008Z
3419-936829-44487#2023-08-03T01:50:56.503Z,3419-936829-44487,"Rippin, Cormier and Kohler",Fashion,1922.00,2023-08-03T01:50:56.503Z
5020726204559400#2023-12-10T10:00:35.320Z,5020726204559400,Schinner Inc,Food & Drink,469.00,2023-12-10T10:00:35.320Z
6767-1161-9708-9794#2023-11-08T11:16:44.447Z,6767-1161-9708-9794,"Cummerata, Ullrich and Weimann",Food & Drink,1514.00,2023-11-08T11:16:44.447Z
6767-7832-8820-0821-355#2023-04-16T09:08:43.677Z,6767-7832-8820-0821-355,Bruen and Sons,Groceries,1427.00,2023-04-16T09:08:43.677Z
6493-3344-7147-7103#2023-11-05T17:29:35.821Z,6493-3344-7147-7103,Howell Group,Food & Drink,467.00,2023-11-05T17:29:35.821Z
4617-4429-9711-0946#2023-05-04T05:21:13.424Z,4617-4429-9711-0946,Wyman - Schumm,Transportation,2848.00,2023-05-04T05:21:13.424Z
5422-9949-7212-9004#2023-09-18T05:41:49.778Z,5422-9949-7212-9004,Bailey and Sons,Food & Drink,1857.00,2023-09-18T05:41:49.778Z
6759-1225-6481-4272-962#2023-03-24T10:15:44.220Z,6759-1225-6481-4272-962,"Windler, Kassulke and Gottlieb",Groceries,1104.00,2023-03-24T10:15:44.220Z
6767-9402-3832-5081-062#2023-04-20T00:07:26.978Z,6767-9402-3832-5081-062,Cole - Mertz,Groceries,2949.00,2023-04-20T00:07:26.978Z
5018-8489-0959-0326#2023-07-11T16:36:45.693Z,5018-8489-0959-0326,Wolf - Welch,Online Retail,1513.00,2023-07-11T16:36:45.693Z
4082898298157#2023-02-25T04:25:44.280Z,4082898298157,"Collins, Konopelski and Champlin",Food & Drink,2607.00,2023-02-25T04:25:44.280Z
3576-3104-9321-0034#2023-05-22T23:40:23.660Z,3576-3104-9321-0034,Wilderman and Sons,Fashion,2507.00,2023-05-22T23:40:23.660Z
6771-8974-2548-6563#2023-01-20T03:42:05.503Z,6771-8974-2548-6563,Stark Group,Fashion,2570.00,2023-01-20T03:42:05.503Z
3758-551779-65153#2023-01-04T00:56:34.831Z,3758-551779-65153,O'Conner - Lind,Food & Drink,1362.00,2023-01-04T00:56:34.831Z
6759-3562-8975-9343-62#2023-01-13T01:02:48.925Z,6759-3562-8975-9343-62,"White, Rogahn and Padberg",Groceries,2120.00,2023-01-13T01:02:48.925Z
4254411647372#2023-10-04T21:38:00.390Z,4254411647372,"Treutel, Crooks and Herzog",Online Retail,845.00,2023-10-04T21:38:00.390Z
670960033843425298#2023-08-24T08:26:37.839Z,670960033843425298,"Armstrong, Kemmer and Bogisich",Transportation,2393.00,2023-08-24T08:26:37.839Z
6771-8982-8505-4897#2023-10-17T02:10:00.196Z,6771-8982-8505-4897,Rowe Group,Online Retail,151.00,2023-10-17T02:10:00.196Z
670909151494230637#2023-10-05T02:53:43.357Z,670909151494230637,"Kutch, Kutch and Ledner",Fashion,1947.00,2023-10-05T02:53:43.357Z
6304877640985470#2023-08-24T18:01:59.335Z,6304877640985470,"Bins, Lesch and Hilpert",Online Retail,1494.00,2023-08-24T18:01:59.335Z
670960033843425298#2023-11-22T09:10:48.132Z,670960033843425298,Howell - O'Connell,Groceries,1417.00,2023-11-22T09:10:48.132Z
3610-410322-6153#2023-02-16T07:06:53.178Z,3610-410322-6153,Medhurst - Orn,Transportation,1854.00,2023-02-16T07:06:53.178Z
6759-1512-0390-4229-04#2023-10-23T05:48:09.368Z,6759-1512-0390-4229-04,"Cummerata, Lebsack and Steuber",Online Retail,1135.00,2023-10-23T05:48:09.368Z
4965629007857#2023-10-10T12:52:03.415Z,4965629007857,Mayer and Sons,Online Retail,2379.00,2023-10-10T12:52:03.415Z
5491-5908-3066-3030#2023-12-09T07:41:07.266Z,5491-5908-3066-3030,Krajcik and Sons,Food & Drink,2129.00,2023-12-09T07:41:07.266Z
3529-7427-6291-7576#2023-05-22T02:49:50.310Z,3529-7427-6291-7576,Cronin - Lang,Online Retail,2148.00,2023-05-22T02:49:50.310Z
6759-1582-6759-8147-411#2023-02-22T05:47:58.925Z,6759-1582-6759-8147-411,Dare - Johns,Transportation,825.00,2023-02-22T05:47:58.925Z
6762-5857-0951-4272#2023-03-07T09:03:10.691Z,6762-5857-0951-4272,Keebler - Romaguera,Groceries,2638.00,2023-03-07T09:03:10.691Z
6011-6207-0714-1853-2050#2023-03-18T03:21:34.133Z,6011-6207-0714-1853-2050,"Bradtke, Hagenes and Wehner",Online Retail,2137.00,2023-03-18T03:21:34.133Z
6386-9965-7161-7224#2023-01-03T12:15:09.806Z,6386-9965-7161-7224,Schmidt Group,Food & Drink,2889.00,2023-01-03T12:15:09.806Z
6397-2364-8371-5726#2023-04-23T02:31:55.066Z,6397-2364-8371-5726,Farrell Group,Online Retail,224.00,2023-04-23T02:31:55.066Z
5893939606511606#2023-11-26T06:27:57.638Z,5893939606511606,Kozey - Sauer,Online Retail,2019.00,2023-11-26T06:27:57.638Z
3529-0361-3938-5389#2023-12-29T12:16:59.342Z,3529-0361-3938-5389,Blick - Bergstrom,Online Retail,1236.00,2023-12-29T12:16:59.342Z
67620173392700234161#2023-05-18T00:08:41.083Z,67620173392700234161,Daugherty Group,Transportation,866.00,2023-05-18T00:08:41.083Z
5400-9987-3012-2736#2023-02-11T23:04:14.179Z,5400-9987-3012-2736,"Wintheiser, Mann and Ward",Food & Drink,2890.00,2023-02-11T23:04:14.179Z
4639-5280-2262-3756#2023-09-24T22:32:43.168Z,4639-5280-2262-3756,Murray LLC,Food & Drink,1650.00,2023-09-24T22:32:43.168Z
630435369662570272#2023-04-21T22:14:37.110Z,630435369662570272,"Kerluke, Brakus and Corwin",Fashion,379.00,2023-04-21T22:14:37.110Z
676304774391849577#2023-05-14T03:35:14.699Z,676304774391849577,Swift Inc,Transportation,2081.00,2023-05-14T03:35:14.699Z
3529-4690-1897-7622#2023-09-22T01:10:54.203Z,3529-4690-1897-7622,Smith LLC,Fashion,184.00,2023-09-22T01:10:54.203Z
5018-2021-9232-5570#2023-11-08T10:25:16.036Z,5018-2021-9232-5570,Ortiz - Okuneva,Fashion,493.00,2023-11-08T10:25:16.036Z
3608-775480-1855#2023-02-06T00:38:19.145Z,3608-775480-1855,Labadie - Tremblay,Fashion,2109.00,2023-02-06T00:38:19.145Z
6493-6289-7987-6414-6915#2023-03-26T03:30:14.006Z,6493-6289-7987-6414-6915,"Wisozk, Padberg and Harber",Food & Drink,2961.00,2023-03-26T03:30:14.006Z
6709628787159697#2023-12-07T23:01:11.791Z,6709628787159697,"Rice, Rogahn and Maggio",Groceries,2827.00,2023-12-07T23:01:11.791Z
5232-0468-9561-9056#2023-01-29T23:30:16.326Z,5232-0468-9561-9056,Ryan Group,Groceries,2702.00,2023-01-29T23:30:16.326Z
4324706875259#2023-03-19T14:59:53.061Z,4324706875259,"Kautzer, Sanford and Rogahn",Groceries,2463.00,2023-03-19T14:59:53.061Z
6304525701987840#2023-05-02T12:06:00.143Z,6304525701987840,Cassin and Sons,Fashion,1942.00,2023-05-02T12:06:00.143Z
3673-936807-5140#2023-11-25T04:51:25.755Z,3673-936807-5140,Watsica - Mosciski,Online Retail,1263.00,2023-11-25T04:51:25.755Z
5020-7366-8926-7858#2023-05-30T14:15:24.426Z,5020-7366-8926-7858,"Effertz, Morar and Bergnaum",Transportation,554.00,2023-05-30T14:15:24.426Z
6767-0948-1639-5743-29#2023-04-14T06:26:34.198Z,6767-0948-1639-5743-29,Koelpin - Rowe,Food & Drink,1891.00,2023-04-14T06:26:34.198Z
6593-2208-6539-3833#2023-12-23T02:15:21.474Z,6593-2208-6539-3833,Beahan - Schuster,Online Retail,2501.00,2023-12-23T02:15:21.474Z
3783-926046-55337#2023-05-27T18:00:12.988Z,3783-926046-55337,Weissnat and Sons,Transportation,1886.00,2023-05-27T18:00:12.988Z
3559-2533-3952-5473#2023-11-14T02:38:53.425Z,3559-2533-3952-5473,"Simonis, Grady and Daugherty",Online Retail,1540.00,2023-11-14T02:38:53.425Z
6771-8911-7438-8427#2023-03-23T09:22:46.342Z,6771-8911-7438-8427,Lind - McKenzie,Food & Drink,1110.00,2023-03-23T09:22:46.342Z
5199-8234-5813-2417#2023-05-25T11:44:44.347Z,5199-8234-5813-2417,"O'Connell, Ondricka and Blanda",Groceries,1754.00,2023-05-25T11:44:44.347Z
6559-6298-2338-5794-4745#2023-12-29T17:06:51.037Z,6559-6298-2338-5794-4745,Willms - Heaney,Groceries,2607.00,2023-12-29T17:06:51.037Z
6767-2907-4864-1083-648#2023-09-30T08:12:30.113Z,6767-2907-4864-1083-648,Boyer LLC,Food & Drink,2097.00,2023-09-30T08:12:30.113Z
6767-5280-5421-5843#2023-05-01T13:18:55.044Z,6767-5280-5421-5843,"Upton, Stroman and Lueilwitz",Online Retail,726.00,2023-05-01T13:18:55.044Z
6767-9194-6246-6561-099#2023-09-09T14:09:42.668Z,6767-9194-6246-6561-099,Reichert - Ondricka,Transportation,565.00,2023-09-09T14:09:42.668Z
6767-2983-2289-9255-40#2023-11-29T19:29:02.336Z,6767-2983-2289-9255-40,"Buckridge, Sanford and Hintz",Fashion,747.00,2023-11-29T19:29:02.336Z
5020130288768211#2023-09-30T07:57:20.697Z,5020130288768211,"VonRueden, Hills and Balistreri",Food & Drink,1373.00,2023-09-30T07:57:20.697Z
5893357801787869323#2023-11-16T12:02:57.447Z,5893357801787869323,Rodriguez - Douglas,Groceries,2199.00,2023-11-16T12:02:57.447Z
6598-6253-6275-8072-9438#2023-09-01T06:30:04.393Z,6598-6253-6275-8072-9438,Borer and Sons,Online Retail,41.00,2023-09-01T06:30:04.393Z
6378-4209-2241-4827#2023-02-27T18:12:52.512Z,6378-4209-2241-4827,"Gerlach, O'Kon and Hagenes",Fashion,1959.00,2023-02-27T18:12:52.512Z
6771-8913-4099-7093#2023-03-07T03:19:23.426Z,6771-8913-4099-7093,Kerluke and Sons,Online Retail,1552.00,2023-03-07T03:19:23.426Z
6011-8501-5662-5743#2023-08-14T15:55:06.812Z,6011-8501-5662-5743,"Marks, Rolfson and Vandervort",Groceries,1734.00,2023-08-14T15:55:06.812Z
6767-3727-3186-3210-55#2023-02-08T18:15:22.273Z,6767-3727-3186-3210-55,Schneider - Hagenes,Online Retail,1786.00,2023-02-08T18:15:22.273Z
6304522515275900#2023-08-25T15:02:52.631Z,6304522515275900,Dare - Hermiston,Online Retail,2726.00,2023-08-25T15:02:52.631Z
6759-0716-0516-3782#2023-04-30T00:16:30.383Z,6759-0716-0516-3782,"Jast, Johns and Pouros",Online Retail,2446.00,2023-04-30T00:16:30.383Z
5020-7366-8926-7858#2023-10-22T21:27:42.995Z,5020-7366-8926-7858,"Frami, Leuschke and Mitchell",Food & Drink,212.00,2023-10-22T21:27:42.995Z
6565-2921-2632-1618#2023-06-28T09:57:42.503Z,6565-2921-2632-1618,Hessel and Sons,Online Retail,2421.00,2023-06-28T09:57:42.503Z
6759-1297-7530-6936-91#2023-07-26T00:39:03.376Z,6759-1297-7530-6936-91,Walter and Sons,Groceries,487.00,2023-07-26T00:39:03.376Z
6767-4340-4140-1846#2023-03-22T06:00:16.128Z,6767-4340-4140-1846,Brakus - Hoppe,Transportation,1034.00,2023-03-22T06:00:16.128Z
6011-6270-5617-3662-2650#2023-06-27T20:52:28.139Z,6011-6270-5617-3662-2650,Mann and Sons,Groceries,243.00,2023-06-27T20:52:28.139Z
3529-6709-9051-5682#2023-09-17T03:47:15.793Z,3529-6709-9051-5682,Rogahn LLC,Food & Drink,689.00,2023-09-17T03:47:15.793Z
630448102458038054#2023-04-22T14:25:58.561Z,630448102458038054,"Kessler, Strosin and Gerlach",Fashion,191.00,2023-04-22T14:25:58.561Z
3484-869170-89718#2023-12-06T10:32:42.736Z,3484-869170-89718,"Koelpin, Sporer and Schiller",Online Retail,622.00,2023-12-06T10:32:42.736Z
3744-364794-43305#2023-05-20T20:54:46.890Z,3744-364794-43305,Beahan and Sons,Transportation,1658.00,2023-05-20T20:54:46.890Z
6709976986221741747#2023-11-02T16:32:53.923Z,6709976986221741747,Hackett Inc,Food & Drink,1604.00,2023-11-02T16:32:53.923Z
3586-4741-6771-0980#2023-03-15T03:29:23.765Z,3586-4741-6771-0980,Mayer - Marvin,Groceries,2303.00,2023-03-15T03:29:23.765Z
3529-0819-3878-2568#2023-07-05T23:52:40.187Z,3529-0819-3878-2568,Cummings - Windler,Online Retail,51.00,2023-07-05T23:52:40.187Z
6759-1582-6759-8147-411#2023-11-13T18:30:13.102Z,6759-1582-6759-8147-411,Hoeger - Johnston,Fashion,229.00,2023-11-13T18:30:13.102Z
6767-3870-0255-3378-50#2023-02-04T06:25:33.741Z,6767-3870-0255-3378-50,"Rowe, Carroll and Zemlak",Transportation,1807.00,2023-02-04T06:25:33.741Z
6771-8906-3557-0425#2023-05-10T17:19:16.049Z,6771-8906-3557-0425,Hayes LLC,Fashion,988.00,2023-05-10T17:19:16.049Z
677185426600835994#2023-06-23T11:39:47.786Z,677185426600835994,"Towne, Kuphal and Gislason",Transportation,1749.00,2023-06-23T11:39:47.786Z
6011-6298-3765-0392-3613#2023-04-08T14:27:52.804Z,6011-6298-3765-0392-3613,"Abernathy, Mante and Wilderman",Fashion,648.00,2023-04-08T14:27:52.804Z
67610205216829411512#2023-11-24T11:56:46.056Z,67610205216829411512,Nolan - Purdy,Fashion,2061.00,2023-11-24T11:56:46.056Z
6470-3666-5284-6513#2023-09-08T14:24:29.654Z,6470-3666-5284-6513,Borer - Marvin,Food & Drink,235.00,2023-09-08T14:24:29.654Z
4242910577935#2023-05-07T01:12:09.492Z,4242910577935,Yundt LLC,Groceries,2184.00,2023-05-07T01:12:09.492Z
3528-1030-0508-4271#2023-09-18T08:32:53.856Z,3528-1030-0508-4271,Heller and Sons,Groceries,285.00,2023-09-18T08:32:53.856Z
6559-6298-2338-5794-4745#2023-11-27T17:58:33.533Z,6559-6298-2338-5794-4745,Kshlerin Group,Online Retail,586.00,2023-11-27T17:58:33.533Z
5416-6863-7694-8702#2023-01-25T12:00:43.537Z,5416-6863-7694-8702,Nienow - Collins,Transportation,323.00,2023-01-25T12:00:43.537Z
4242910577935#2023-10-29T12:10:26.932Z,4242910577935,Sipes LLC,Food & Drink,2612.00,2023-10-29T12:10:26.932Z
4668713625879#2023-03-05T20:53:34.101Z,4668713625879,Gorczany - Blanda,Food & Drink,953.00,2023-03-05T20:53:34.101Z
3529-7489-2548-9205#2023-03-09T19:43:10.151Z,3529-7489-2548-9205,"Schaden, Cremin and Schamberger",Groceries,2454.00,2023-03-09T19:43:10.151Z
4656-1540-0271-2549#2023-01-05T02:58:02.951Z,4656-1540-0271-2549,Nader - Schultz,Transportation,478.00,2023-01-05T02:58:02.951Z
6385-8794-7041-5778#2023-12-26T02:57:31.080Z,6385-8794-7041-5778,"Bogan, Legros and Leffler",Groceries,2744.00,2023-12-26T02:57:31.080Z
6548-3134-1137-6059#2023-06-02T05:24:45.538Z,6548-3134-1137-6059,Sipes Group,Transportation,2967.00,2023-06-02T05:24:45.538Z
3444-269162-56987#2023-01-08T16:59:15.696Z,3444-269162-56987,Gorczany Group,Fashion,1201.00,2023-01-08T16:59:15.696Z
5018-0508-8847-6300#2023-10-28T18:45:10.607Z,5018-0508-8847-6300,"O'Hara, Grant and Turcotte",Fashion,404.00,2023-10-28T18:45:10.607Z
6759-3157-9396-5786-648#2023-01-29T08:14:13.883Z,6759-3157-9396-5786-648,"Hermiston, Doyle and Marks",Groceries,691.00,2023-01-29T08:14:13.883Z
3562-8046-0278-2152#2023-10-30T18:45:19.076Z,3562-8046-0278-2152,"Howell, Larson and Schoen",Groceries,2541.00,2023-10-30T18:45:19.076Z
3753-469076-04486#2023-12-22T10:57:48.797Z,3753-469076-04486,"Stanton, Ryan and Schmitt",Groceries,254.00,2023-12-22T10:57:48.797Z
3529-0819-3878-2568#2023-10-02T12:33:23.615Z,3529-0819-3878-2568,"O'Hara, Johnston and Witting",Transportation,2071.00,2023-10-02T12:33:23.615Z
6304-2689-3769-0215#2023-12-09T00:15:41.661Z,6304-2689-3769-0215,"Crist, Buckridge and Botsford",Food & Drink,510.00,2023-12-09T00:15:41.661Z
3414-067273-41775#2023-12-15T20:30:24.477Z,3414-067273-41775,Bernhard - Graham,Transportation,409.00,2023-12-15T20:30:24.477Z
3718-603061-47248#2023-02-19T03:24:22.490Z,3718-603061-47248,"Feest, Schmeler and Walter",Transportation,2292.00,2023-02-19T03:24:22.490Z
